Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP TABLERO ELECTRICO (TAPONADOR),si,CUMPLE,"14/5/2024, 8:34:48","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,CORONADORES (TAPONADOR),si,CUMPLE,"14/5/2024, 8:34:53","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP CAMARA  (TAPONADOR),si,CUMPLE,"14/5/2024, 8:34:58","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP ELEVADOR DE TAPAS (TAPONADOR),si,CUMPLE,"14/5/2024, 8:35:01","0,0032258065",.,.,CUMPLE,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030202,UNIDAD DE AGUA CALIENTE TE-PEPTINA,13352822,INSPECCION SEMANAL UNIDAD DE AGUA CALIEN,"REVISAR ESTADO TANQUE,TUBERIAS, VALVULAS",,,,"0,02",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030202,UNIDAD DE AGUA CALIENTE TE-PEPTINA,13352822,INSPECCION SEMANAL UNIDAD DE AGUA CALIEN,INSP. BOMBAS EN GENERAL,,,,"0,02",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030202,UNIDAD DE AGUA CALIENTE TE-PEPTINA,13352822,INSPECCION SEMANAL UNIDAD DE AGUA CALIEN,"ESCAPES FLUIDOS(AGUA,AIRE,JARABE)",,,,"0,02",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030202,UNIDAD DE AGUA CALIENTE TE-PEPTINA,13352822,INSPECCION SEMANAL UNIDAD DE AGUA CALIEN,VERIFICAR ESTADO PIEZAS TANQUES (QUE LAS PIEZAS ESTEN COMPLETAS Y EN BUEN ESTADO),,,,"0,02",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030202,UNIDAD DE AGUA CALIENTE TE-PEPTINA,13352822,INSPECCION SEMANAL UNIDAD DE AGUA CALIEN,PLAN MTTO MEC UNIDAD DE AGUA CALIENTE TE,,,,"0,02",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,PRAXAIR: Revise auditivamente presencia de fugas o señales de mal funcionamiento en el tanque de almacenamiento y el evaporador (D),si,CUMPLE,"16/5/2024, 8:04:49","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,PRAXAIR:Inspeccione si hay acumulación de hielo en las tuberías entre el tanque de almacenamiento y el evaporador. (S),si,CUMPLE,"16/5/2024, 8:04:56","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,PRAXAIR:Observe las válvulas de alivio de presión del tanque de almacenamiento.  Descarte la presencia de fugas (S),si,CUMPLE,"16/5/2024, 8:05:04","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,PRAXAIR:Verifique la presión real en el tanque de almacenamiento (S),si,CUMPLE,"16/5/2024, 8:05:11","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,PRAXAIR:Reemplace el cartucho del filtro de carbón de la entrada en los  carbonatadores (St),si,CUMPLE,"16/5/2024, 8:05:19","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,LINDE: Revise auditivamente presencia de fugas o señales de mal funcionamiento en el tanque de almacenamiento y el evaporador (D),si,CUMPLE,"16/5/2024, 8:05:29","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,LINDE: Inspeccione si hay acumulación de hielo en las tuberías entre el tanque de almacenamiento y el evaporador. (S),si,CUMPLE,"16/5/2024, 8:05:36","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,LINDE:Observe las válvulas de alivio de presión del tanque de almacenamiento.  Descarte la presencia de fugas (S),si,CUMPLE,"16/5/2024, 8:05:45","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,LINDE: Verifique la presión real en el tanque de almacenamiento (S),si,CUMPLE,"16/5/2024, 8:05:52","0,0090909091",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709930,TANQUE Y BASCULA DE CO2  COD,13352327,INSPECCION SEMANAL TANQUE Y BASCULA DE C,LINDE:Reemplace el cartucho del filtro de carbón de la entrada en los  carbonatadores (St),si,CUMPLE,"16/5/2024, 8:06:01","0,0090909091",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,90030304,TANQUE NITROGENO  COD,13352067,INSPECCION SEMANAL SISTEMA INYECCION NIT,Revise auditivamente presencia de fugas o señales de mal funcionamiento en el tanque de almacenamiento (D),,,,"0,02",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,90030304,TANQUE NITROGENO  COD,13352067,INSPECCION SEMANAL SISTEMA INYECCION NIT,Inspeccione si hay acumulación de hielo en las tuberías entre el tanque de almacenamiento y el dosificador de nitrógeno líquido. (S),,,,"0,02",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,90030304,TANQUE NITROGENO  COD,13352067,INSPECCION SEMANAL SISTEMA INYECCION NIT,Observe las válvulas de alivio de presión del tanque de almacenamiento.  Descarte la presencia de fugas (S),,,,"0,02",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,90030304,TANQUE NITROGENO  COD,13352067,INSPECCION SEMANAL SISTEMA INYECCION NIT,Registre la presión real en el tanque de almacenamiento (S),,,,"0,02",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSP. SECCION TRANSF. CALOR,si,CUMPLE,"14/5/2024, 6:29:53","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSP. BOQUILLAS ASPERSION,si,CUMPLE,"14/5/2024, 6:27:04","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO MOTOBOMBAS,si,CUMPLE,"14/5/2024, 6:30:11","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO VENTILADORES,si,CUMPLE,"15/5/2024, 8:56:29","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSTRUMENTACION,si,CUMPLE,"14/5/2024, 6:27:19","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,VALVULAS SEGURIDAD,si,CUMPLE,"14/5/2024, 6:29:59","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO DE DEFLECTORES,si,CUMPLE,"15/5/2024, 8:56:43","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,"ESTADO GRAL, PINTURA",si,CUMPLE,"15/5/2024, 8:56:52","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO TANQUE RECIBIDOR,si,CUMPLE,"14/5/2024, 6:27:11","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO EJE VENTILADOR,si,CUMPLE,"15/5/2024, 8:56:59","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,CHUMACERAS,si,CUMPLE,"15/5/2024, 8:58:22","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,TABLERO ELECTRICO,si,CUMPLE,"14/5/2024, 6:30:23","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO CORREAS VENTILADOR,si,CUMPLE,"15/5/2024, 8:58:54","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,"INSP FUGAS AGUA, REFRIGERANTE SERPENTIN",si,CUMPLE,"15/5/2024, 9:00:18","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSP. TABLERO  ELECTRICO/CLIMATIZADOR,si,CUMPLE,"15/5/2024, 9:00:07","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,COMPROBAR NIVEL DE AGUA A ALTURA DE FLOTADOR,si,CUMPLE,"14/5/2024, 6:28:12","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSP. SECCION TRANSF. CALOR,si,CUMPLE,"16/5/2024, 8:06:10","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSP. BOQUILLAS ASPERSION,si,CUMPLE,"16/5/2024, 8:06:19","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO MOTOBOMBAS,si,CUMPLE,"16/5/2024, 8:06:26","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO VENTILADORES,si,CUMPLE,"16/5/2024, 8:06:35","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSTRUMENTACION,si,CUMPLE,"16/5/2024, 8:06:42","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,VALVULAS SEGURIDAD,si,CUMPLE,"16/5/2024, 8:06:50","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO DE DEFLECTORES,si,CUMPLE,"16/5/2024, 8:06:59","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"ESTADO GRAL, PINTURA",si,CUMPLE,"16/5/2024, 8:07:04","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO TANQUE RECIBIDOR,si,CUMPLE,"16/5/2024, 7:59:49","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO EJE VENTILADOR,si,CUMPLE,"16/5/2024, 8:00:06","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,CHUMACERAS,si,CUMPLE,"16/5/2024, 8:00:24","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,TABLERO ELECTRICO/CLIMATIZADOR,si,CUMPLE,"16/5/2024, 8:00:31","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO CORREAS VENTILADOR,si,CUMPLE,"16/5/2024, 8:00:39","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"INSP FUGAS AGUA, REFRIGERANTE SERPENTIN",si,CUMPLE,"16/5/2024, 8:00:46","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,COMPROBAR NIVEL DE AGUA A ALTURA DE FLOTADOR,si,CUMPLE,"16/5/2024, 8:00:53","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSP. SECCION TRANSF. CALOR,si,CUMPLE,"15/5/2024, 9:33:53","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSP. BOQUILLAS ASPERSION,si,CUMPLE,"15/5/2024, 10:03:01","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO MOTOBOMBAS,si,CUMPLE,"15/5/2024, 10:03:53","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO VENTILADORES,si,CUMPLE,"15/5/2024, 10:03:42","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSTRUMENTACION,si,CUMPLE,"15/5/2024, 10:03:36","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,VALVULAS SEGURIDAD,si,CUMPLE,"15/5/2024, 10:03:30","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO DE DEFLECTORES,si,CUMPLE,"15/5/2024, 9:34:02","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"ESTADO GRAL, PINTURA",si,CUMPLE,"15/5/2024, 10:03:25","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO TANQUE RECIBIDOR,si,CUMPLE,"15/5/2024, 10:04:04","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO EJE VENTILADOR,si,CUMPLE,"15/5/2024, 10:03:17","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,CHUMACERAS,si,CUMPLE,"15/5/2024, 10:03:12","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,TABLERO ELECTRICO/CLIMATIZADOR,si,CUMPLE,"15/5/2024, 9:02:36","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO CORREAS VENTILADOR,si,CUMPLE,"15/5/2024, 10:04:28","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"INSP FUGAS AGUA, REFRIGERANTE SERPENTIN",si,CUMPLE,"15/5/2024, 10:03:06","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIVO,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,COMPROBAR NIVEL DE AGUA A ALTURA DE FLOTADOR,si,CUMPLE,"15/5/2024, 10:02:53","0,0034482759",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,51956101,SISTEMA INYECCIÓN DE NITRÓGENO,13352120,Inspección semanal nitrógeno,"Antes de cada uso: Retire e inspeccione el bloque calentador. Para obtener mejores resultados, retire el bloque calentador cuando la unidad de dosificación esté caliente. Si es necesario, limpie las superficies del bloque según lo considere apropiado",si,CUMPLE,"14/5/2024, 8:40:21","0,02",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,51956101,SISTEMA INYECCIÓN DE NITRÓGENO,13352120,Inspección semanal nitrógeno,Revise auditivamente presencia de fugas o señales de mal funcionamiento en el tanque de almacenamiento (D),si,CUMPLE,"14/5/2024, 8:40:26","0,02",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,51956101,SISTEMA INYECCIÓN DE NITRÓGENO,13352120,Inspección semanal nitrógeno,Inspeccione si hay acumulación de hielo en las tuberías entre el tanque de almacenamiento y el dosificador de nitrógeno líquido. (S),si,CUMPLE,"14/5/2024, 8:40:31","0,02",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,51956101,SISTEMA INYECCIÓN DE NITRÓGENO,13352120,Inspección semanal nitrógeno,Observe las válvulas de alivio de presión del tanque de almacenamiento.  Descarte la presencia de fugas (S),si,CUMPLE,"14/5/2024, 8:40:36","0,02",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,51956101,SISTEMA INYECCIÓN DE NITRÓGENO,13352120,Inspección semanal nitrógeno,Registre la presión real en el tanque de almacenamiento (S),si,CUMPLE,"14/5/2024, 8:40:45","0,02",.,.,CUMPLE,,,,
BOMBAS DE SERVICIO PROCESO,70948605,BOMBAS RECIRCULACION CL2 TQ NORTE,13352340,INSPECCION SEMANAL AGUA SUAVIZADA,"VERIFICAR FUGAS, RUIDOS, TEMPERATURA, PRESION DE MOTOBOMBA",,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,709812,UV PREPARACIÓN TE,13352879,INSPECCION SEMANAL UNIDAD UV HX08,REVISAR INTENSIDAD Y FUGAS DE LAMPARA UV ATLANTIUM,si,CUMPLE,"13/5/2024, 23:32:37","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70949105,GENERADOR DE OXIGENO 1,13352880,INSPECCION SEMANAL GENERADOR OXIGENO 1,VERIFICAR FUNCIONES DE DRENAJE Y CONCENTRACION DE OXIGENO,si,CUMPLE,"13/5/2024, 21:06:53","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70949106,GENERADOR DE OXIGENO 2,13352881,INSPECCION SEMANAL GENERADOR OXIGENO 2,VERIFICAR FUNCIONES DE DRENAJE Y CONCENTRACION DE OXIGENO,si,CUMPLE,"13/5/2024, 21:07:45","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70949107,GENERADOR DE OZONO SUEZ OZONIA,13352882,INSPECCION SEMANAL GENER OZONO SUEZ,VERIFICAR GENERACION DE OZONO Y ALARMAS PRESENTES,si,CUMPLE,"13/5/2024, 21:07:54","0,1",.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,830081,SNIFFER BOTELLONES AQUASCREEN,13352051,INSPECCION SEMANAL SNIFFER,INSP Limpieza de las barreras de luz y reflectores,si,CUMPLE,"18/5/2024, 4:03:00","0,0166666667",.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,830081,SNIFFER BOTELLONES AQUASCREEN,13352051,INSPECCION SEMANAL SNIFFER,INSP Limpieza de lente en la fuente de luz UV,si,CUMPLE,"16/5/2024, 3:48:06","0,0166666667",.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,830081,SNIFFER BOTELLONES AQUASCREEN,13352051,INSPECCION SEMANAL SNIFFER,INSP Limpieza del lente de espejo una vez al día,si,CUMPLE,"18/5/2024, 4:03:07","0,0166666667",.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,830081,SNIFFER BOTELLONES AQUASCREEN,13352051,INSPECCION SEMANAL SNIFFER,INSP LIMPIEZA DE LA CELDA DE MEDICION,si,CUMPLE,"18/5/2024, 4:03:44","0,0166666667",.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,830081,SNIFFER BOTELLONES AQUASCREEN,13352051,INSPECCION SEMANAL SNIFFER,"Revisar la intensidad de la luz una vez al día, Si la luz esta cerca de los 12000 conteos debe programarse el mantenimiento preventivo para dentro de las 2 semanas siguientes.",si,CUMPLE,"16/5/2024, 3:47:50","0,0166666667",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,599558,INSPECTOR ELECTRONICO,13352010,INSPECCION SEMANAL  INSPECTOR ELECTRONIC,Inspeccionar sistema de seguridad parada de emergencia,,,,"0,0047619048",,,,,,,
LINEA DE ENVASADO PET NO RETORNABLE,71031602,APLICADOR DE ADHESIVO HOTMELT SERIE C,13346714,INSPECCION SEMANAL APLICADOR DE ADHESIVO,Inspeccionar sistema de seguridad parada de emergencia,,,,"0,05",,,,,,,
LINEA PARA EL LLENADO DE BOLSAS,710200,LLENADORA DE BOLSAS LINEA 4,13352042,INSPECCION SEMANAL BOLSA 360 Y 600 ML,Inspeccionar sistema de seguridad de las puertas,si,CUMPLE,"15/5/2024, 13:42:24","0,0052631579",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,Inspeccionar sistema de seguridad parada de emergencia,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Inspeccionar sistema de seguridad parada de emergencia y barreras,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Inspeccionar sistema de seguridad parada de emergencia y barreras,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,82965401,DESPITILLADORA,13352008,INSPECCION SEMANAL DESPITILLADORA,Inspeccionar sistema de seguridad parada de emergencia,si,CUMPLE,"14/5/2024, 5:51:17","0,0166666667",.,.,CUMPLE,,,,
LINEA DE ENVASADO PET NO RETORNABLE,710316,EMBANDEJADORA VARIOPAC,13351980,INSPECCION SEMANAL EMBANDEJADORA VARIOPA,Inspeccionar sistema de seguridad de las puertas,,,,"0,00625",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558020,EMPACADORA,13352009,INSPECCION SEMANAL EMPACADORA,Inspeccionar sistema de seguridad parada de emergencia y barreras,si,CUMPLE,"16/5/2024, 0:12:41","0,0052631579",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828006,EMPACADORA,13351997,INSPECCION SEMANAL EMPACADORA,Inspeccionar sistema de seguridad parada de emergencia y barreras,,,,"0,0052631579",,,,,,,
LINEA PET CSD - LINEA 10,710324,ENFARDADORA,13352112,INSPECCION SEMANAL ENFARDADORA,INSPECCIONAR SISTEMA DE SEGURIDAD DE LAS PUERTAS,,,,"0,0047619048",,,,,,,
